cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
['indian']	['dinner', 'main-course']	Chicken tikka masala	['4 tbsp vegetable oil', '25g butter', '4 onions, roughly chopped', '6 tbsp chicken tikka masala paste (use shop-bought or make your own – see recipe, below)', '2 red peppers, deseeded and cut into chunks', '8 boneless, skinless chicken breasts, cut into 2.5cm cubes', '2 x 400g cans  chopped tomatoes', '4 tbsp tomato purée', '2-3 tbsp  mango chutney', '150ml double cream', '150ml natural  yogurt', 'chopped  coriander leaves, to serve']	Easy	['Freezable']	['veget oil', 'butter', 'onion rough chop', 'chicken tikka masala past', 'red pepper deseed cut chunk', 'boneless skinless chicken breast cut', 'can chop tomato', 'tomato puré', 'mango chutney', 'doubl cream', 'natur yogurt', 'chop coriand leaf serv']
['indian']	['dinner', 'main-course']	Fragrant pork & rice one-pot	['4-6 good-quality sausages', '1 tbsp olive oil', '½ onion, finely chopped', '2 garlic cloves, crushed', '2 tsp each ground cumin and coriander', '140g long grain rice', '850ml vegetable stock', '400g can chopped tomato', '½ small bunch coriander, leaves picked']	Easy	['Freezable']	['good qualiti sausag', 'oliv oil', 'onion fine chop', 'garlic clove crush', 'ground cumin coriand', 'long grain rice', 'veget stock', 'chop tomato', 'small bunch coriand leaf pick']
	['side-dish']	Ultimate tomato salsa	['4-6 medium tomatoes, peeled and finely chopped ', '½ red onion, very finely chopped ', '1 small garlic clove, chopped ', 'small splash of white wine vinegar', '½ lime, juiced', '½ bunch of coriander, roughly chopped ']	Easy	['Gluten-free', 'Healthy', 'Vegetarian']	['medium tomato peel fine chop', 'red onion fine chop', 'small garlic clove chop', 'small splash white wine vinegar', 'lime juic', 'bunch coriand rough chop']
	['dinner', 'lunch', 'starter', 'supper']	Stuffed mushrooms	['4-6 medium-large portobello mushrooms', '125g unsmoked bacon lardons', '1 shallot, finely chopped', '1 garlic clove, finely chopped', '4 tbsp dried breadcrumbs', '1 tsp dried sage', '50g medium cheddar, grated']	Easy	['Freezable']	['medium larg portobello mushroom', 'unsmok bacon lardon', 'shallot fine chop', 'garlic clove fine chop', 'dri breadcrumb', 'dri sage', 'medium cheddar grate']
['italian']	['dinner', 'main-course']	Lemony prawn & pea risotto	['400g bag raw prawns, in their shells, defrosted if frozen', '3 tbsp olive oil', '1 red chilli, deseeded, half sliced and half finely chopped', '1 ½l fish stock', '50g butter', '1 onion, chopped ', '300g risotto rice (we used arborio)', '1 small glass white wine', '200g frozen peas', 'zest and juice 1 lemon']	Easy	[]	['bag raw prawn shell defrost frozen', 'oliv oil', 'red chilli deseed half slice half fine chop', 'fish stock', 'butter', 'onion chop', 'risotto rice', 'small glass white wine', 'frozen pea', 'zest juic lemon']
	['dinner', 'main-course']	Next level spaghetti & meatballs	['400g beef mince', '400g pork mince', '100g ciabatta, sourdough or other white bread, crusts removed, torn into pieces', '100ml milk', '6 garlic cloves, very finely chopped or grated', 'large handful parsley leaves, finely chopped', '1 egg, beaten', '1 tbsp dried oregano', 'grating of nutmeg', '½ tsp yeast extract', '50g grated parmesan, plus extra to serve', '150g mozzarella or fontina, chopped into 18 pieces', '4 tbsp olive oil', '4 garlic cloves, finely sliced', 'pinch of golden caster sugar', '1 tbsp red wine vinegar', 'splash of red wine (optional)', '3 x 400g cans chopped tomatoes', '500g spaghetti, to serve']	Easy	[]	['beef minc', 'pork minc', 'ciabatta sourdough white bread crust remov torn piec', 'milk', 'garlic clove fine chop grate', 'larg hand parsley leaf fine chop', 'egg beaten', 'dri oregano', 'grate nutmeg', 'yeast extract', 'grate parmesan plus extra serv', 'mozzarella fontina chop piec', 'oliv oil', 'garlic clove fine slice', 'golden caster sugar', 'red wine vinegar', 'splash red wine', 'can chop tomato', 'spaghetti serv']
	['dinner', 'main-course']	Beetroot & red onion tarte tatin	['400g beetroot, cut into wedges', '1 red onion, cut into wedges', '3 tbsp olive oil', '2 tbsp rice wine vinegar', '2 tbsp soft brown sugar', '2 star anise', 'flour, for rolling', '500g block puff pastry (we used vegan Jus-Rol)', '1 orange, zested', 'peppery green salad, to serve']	Easy	['Gluten-free', 'Vegan', 'Vegetarian']	['beetroot cut wedg', 'red onion cut wedg', 'oliv oil', 'rice wine vinegar', 'soft brown sugar', 'star anis', 'flour roll', 'block puff pastri', 'orang zest', 'pepperi green salad serv']
	['side-dish', 'snack', 'starter']	Crispy tofu	['400g block firm  tofu', '3 tbsp cornflour', '½ tsp  garlic granules', '½ tsp  smoked paprika', '½ tsp  fine sea salt', '½ tsp  ground black pepper', '2 tbsp vegetable oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan', 'Vegetarian']	['block firm tofu', 'cornflour', 'garlic granul', 'smoke paprika', 'fine sea salt', 'ground black pepper', 'veget oil']
	['dinner', 'lunch', 'supper']	Vegetarian fajitas	['400g can black beans, drained', 'small bunch coriander, finely chopped', '4 large or 8-12 small flour tortillas', '1 avocado, sliced, or 1 small tub guacamole', '2 tbsp soured cream or crème fraîche', '1 red and 1 yellow pepper, cut into strips', '1 tbsp oil', '1 red onion, cut into thin wedges', '1 garlic clove, crushed', '½ tsp chilli powder', '½ tsp smoked paprika', '½ tsp  ground cumin', '1 lime, juiced']	Easy	['Vegetarian']	['black bean drain', 'small bunch coriand fine chop', 'larg small flour tortilla', 'avocado slice small tub guacamol', 'sour cream crème fraîch', 'red yellow pepper cut strip', 'oil', 'red onion cut thin wedg', 'garlic clove crush', 'chilli powder', 'smoke paprika', 'ground cumin', 'lime juic']
	['lunch']	Coronation chickpea sandwich filler	['400g can chickpeas, drained and rinsed', '3 1⁄2 tbsp  mayonnaise or vegan alternative', '1 1⁄2 tbsp mango chutney', '2 tsp mild curry powder', '1⁄2 lemon, juiced', '50g raisins', '1⁄2 small red onion, finely chopped', '4 rolls or 8 slices of  bread and Little Gem lettuce leaves, to serve']	Easy	['Dairy-free', 'Gluten-free', 'Vegan', 'Vegetarian']	['chickpea drain rins', ' mayonnais vegan altern', ' mango chutney', 'mild curri powder', ' lemon juic', 'raisin', ' small red onion fine chop', 'roll slice bread littl gem lettuc leaf serv']
['indian']	['dinner', 'main-course']	Lamb biryani	['400g lamb neck, cut into small cubes', '4 garlic cloves, grated', '1 tbsp finely grated  ginger', '1 tbsp sunflower oil', '1 large onion, chopped', '1 tbsp cumin seeds', '1 tbsp nigella seeds', '1 tbsp Madras spice paste', '200g basmati rice, rinsed well', '8 curry leaves', '400ml good-quality lamb or chicken stock', '100g paneer, chopped', '200g spinach, cooked and water squeezed out', 'chopped coriander', 'sliced green chillies', 'plain yogurt']	Easy	[]	['lamb neck cut small', 'garlic clove grate', 'fine grate ginger', 'sunflow oil', 'larg onion chop', 'cumin seed', 'nigella seed', 'madra spice past', 'basmati rice rins well', 'curri leaf', 'good qualiti lamb chicken stock', 'paneer chop', 'spinach cook water squeez', 'chop coriand', 'slice green chilli', 'plain yogurt']
['swedish']	['dinner', 'lunch', 'main-course']	Classic Swedish meatballs	['400g lean pork mince', '1 egg, beaten', '1 small onion, finely chopped or grated', '85g fresh white breadcrumbs', '1 tbsp finely chopped dill, plus extra to serve', '1tbsp each olive oil and butter', '2 tbsp plain flour', '400ml hot beef stock (from a cube is fine)']	Easy	['Freezable']	['lean pork minc', 'egg beaten', 'small onion fine chop grate', 'fresh white breadcrumb', 'fine chop dill plus extra serv', 'oliv oil butter', 'plain flour', 'hot beef stock']
	['dinner', 'supper']	Pork souvlaki	['400g lean pork shoulder, cut into 2cm chunks', '1 tbsp olive oil', '½ tbsp dried oregano', '1 lemon, zested and juiced', '½ tsp hot paprika', '100ml fat-free yogurt', '1 small garlic clove, grated', '½ cucumber, trimmed and grated', '2 red peppers, deseeded and cut into chunks', '2 Little Gem lettuce, leaves separated', 'chilli sauce, to serve (optional)', 'flatbreads, warmed, to serve (optional)']	Easy	['Healthy', 'High-protein', 'Keto', 'Low calorie']	['lean pork shoulder cut chunk', 'oliv oil', 'dri oregano', 'lemon zest juic', 'hot paprika', 'fat free yogurt', 'small garlic clove grate', 'cucumb trim grate', 'red pepper deseed cut chunk', 'littl gem lettuc leaf separ', 'chilli sauc serv', 'flatbread warm serv']
['french']	['dinner', 'main-course', 'supper']	One-pan salmon with roast asparagus	['400g new potato, halved if large', '2 tbsp olive oil', '8 asparagus  spears, trimmed and halved', '2 handfuls cherry tomatoes', '1 tbsp balsamic vinegar', '2 salmon fillets, about 140g/5oz each', 'handful basil leaves']	Easy	['Easily doubled', 'Easily halved']	['potato halv larg', 'oliv oil', 'asparagus spear trim halv', 'hand cherri tomato', 'balsam vinegar', 'salmon fillet goz', 'hand basil leaf']
['italian']	['dinner', 'lunch', 'main-course', 'pasta', 'supper']	Bacon & mushroom pasta	['400g penne (or other tube shape) pasta', '250g  pack chestnut or button mushrooms, wiped clean', '8  rashers streaky bacon', '4 tbsp pesto (fresh from the chiller cabinet if possible)', '200ml carton 50% fat crème fraîche', 'handful basil leaves']	Easy	[]	['penn pasta', 'chestnut button mushroom wipe clean', 'rasher streaki bacon', 'pesto', ' fat crème fraîch', 'hand basil leaf']
['british']	['dinner', 'lunch', 'main-course', 'pasta', 'supper']	Crusty pasta & broccoli bake	['400g penne or macaroni', '1 red onion, roughly chopped', '250g head broccoli, stalks chopped and florets halved', '1 vegetable stock cube', '1 tsp French or German mustard', '200g pot half fat crème fraîche', '100g grated mature gruyère or cheddar (or vegetarian alternative)', 'small handful parsley leaves, chopped', '4 tbsp fresh white breadcrumbs (or put 1 slice crustless white bread through a food processor)', '½ tsp dried mixed herbs or thyme']	Easy	['Vegetarian']	['penn macaroni', 'red onion rough chop', 'head broccoli stalk chop floret halv', 'veget stock', 'french german mustard', 'pot half fat crème fraîch', 'grate matur gruyèr cheddar', 'small hand parsley leaf chop', 'fresh white breadcrumb', 'dri mix herb thyme']
['italian']	['dinner']	Roasted red pepper & parsley pesto with penne	['400g penne', '290g jar roasted red pepper, drained', 'large handful flat-leaf parsley, plus a few chopped leaves to garnish', '75g unsalted  cashew', '1 large  garlic clove, roughly chopped', '2 tbsp extra-virgin olive oil', '50g parmesan (or vegetarian alternative), grated']	Easy	['Healthy', 'Vegetarian']	['penn', 'roast red pepper drain', 'larg hand flat leaf parsley plus chop leaf garnish', 'unsalt cashew', 'larg garlic clove rough chop', 'extra virgin oliv oil', 'parmesan grate']
['british']	['afternoon-tea', 'dessert']	Rhubarb & orange cake	['400g rhubarb, thickly sliced', '280g golden caster sugar', '225g butter, softened', 'finely grated zest and juice 1  orange', '225g self-raising flour', '100g pack  ground almond', '1 tsp baking powder', '3 medium eggs', 'small handful flaked almonds', 'icing sugar, for dusting']	Easy	[]	['rhubarb thick slice', 'golden caster sugar', 'butter soften', 'fine grate zest juic orang', 'self rais flour', 'ground almond', 'bake powder', 'medium egg', 'small hand flake almond', 'ice sugar dust']
['irish']	['side-dish']	Courgette & cheddar soda bread	['400g self-raising flour, plus extra for dusting', '2 medium courgettes', '50g rolled oat', '1 ½ tsp bicarbonate of soda', '75g mature cheddar, grated', 'small bunch thyme, leaves only', '284ml pot buttermilk', '1 tbsp clear honey', '1 egg, beaten']	Easy	['Freezable', 'Vegetarian']	['self rais flour plus extra dust', 'medium courgett', 'roll oat', 'bicarbon soda', 'matur cheddar grate', 'small bunch thyme leaf', 'pot buttermilk', 'clear honey', 'egg beaten']
['italian']	['main-course', 'pasta']	Super smoky bacon & tomato spaghetti	['400g spaghetti', '1 tbsp olive oil', '120g smoked streaky bacon, sliced into matchsticks', '1 onion, finely chopped', '1 garlic clove, finely chopped', '2 tsp sweet smoked paprika', '2 x 400g cans chopped tomatoes', 'grated parmesan, to serve (optional)']	Easy	['Healthy']	['spaghetti', 'oliv oil', 'smoke streaki bacon slice matchstick', 'onion fine chop', 'garlic clove fine chop', 'sweet smoke paprika', 'can chop tomato', 'grate parmesan serv']
	['dinner', 'main-course', 'pasta']	Spinach & courgette lasagne	['400g spinach', '1 tbsp olive oil', '2 garlic cloves, crushed', '250g mascarpone', '1 tsp ground nutmeg', '100g parmesan (or vegetarian alternative), grated', '9 lasagne sheets', '100ml double cream', '3 large courgettes, sliced lengthways']	Easy	['Vegetarian']	['spinach', 'oliv oil', 'garlic clove crush', 'mascarpon', 'ground nutmeg', 'parmesan grate', 'lasagn sheet', 'doubl cream', 'larg courgett slice lengthway']
['british']	['side-dish']	Seeded wholemeal loaf	['400g strong wholemeal bread flour', '100g spelt flour', '7g sachet fast-action dried yeast', '1 tbsp black treacle', 'oil, for greasing', '50g mixed seeds (we used pumpkin, sunflower, poppy and linseeds)', '1 egg yolk, loosened with a fork', '1 tsp fine salt']	More effort	['Freezable', 'Vegetarian']	['strong wholem bread flour', 'spelt flour', 'sachet fast action dri yeast', 'black treacl', 'oil greas', 'mix seed', 'egg yolk loosen fork', 'fine salt']
	['afternoon-tea', 'dessert']	Rhubarb & elderflower cake	['400g trimmed rhubarb, cut into 4-5cm slices', '110g caster sugar', '½ lemon, zested and juiced', '2 tbsp elderflower cordial', '115g unsalted butter, at room temperature, plus extra for the tins', '95g whole, skin-on almonds (or use blanched or ground almonds)', '200g golden caster sugar', '1 lemon, zested', '3 eggs, 2 whole and 1 white only', '1 tsp vanilla extract', '1 tbsp elderflower cordial, plus extra for brushing', '100g plain flour', '1 tsp baking powder', '½ tsp bicarbonate of soda', '130g full-fat natural yogurt', 'elderflowers, rinsed and patted dry, to garnish (or rose, lilac, geranium or peony petals)', '300ml double cream', '2 tbsp elderflower cordial', '100g full-fat natural yogurt']	Easy	['Vegetarian']	['trim rhubarb cut slice', 'caster sugar', 'lemon zest juic', 'elderflow cordial', 'unsalt butter room temperatur plus extra tin', 'skin almond', 'golden caster sugar', 'lemon zest', 'egg white', 'vanilla extract', 'elderflow cordial plus extra brush', 'plain flour', 'bake powder', 'bicarbon soda', 'full fat natur yogurt', 'elderflow rins pat dri garnish', 'doubl cream', 'elderflow cordial', 'full fat natur yogurt']
['italian']	['dessert']	Best ever tiramisu	['400ml double cream', '250g mascarpone', '75ml marsala', '5 tbsp golden caster sugar', '300ml coffee, made with 2 tbsp coffee granules and 300ml boiling water', '175g sponge fingers', '25g dark chocolate', '2tsp cocoa powder']	Easy	[]	['doubl cream', 'mascarpon', 'marsala', 'golden caster sugar', 'coffe made coffe granul boil water', 'spong finger', 'dark chocol', 'cocoa powder']
	['dessert', 'treat']	Coconut & mango sponge	['425g can sliced  mango in syrup, drained', '200g butter, softened', '225g golden caster sugar', '4 large eggs', '200g self-raising flour', '50g desiccated coconut, plus 3 tbsp for sprinkling', '140g Greek-style coconut yogurt']	Easy	['Freezable']	['slice mango syrup drain', 'butter soften', 'golden caster sugar', 'larg egg', 'self rais flour', 'desicc coconut plus sprinkl', 'greek style coconut yogurt']
	['dinner', 'main-course', 'supper']	Smoky steak with Cajun potatoes & spicy slaw	['430g Maris Piper potatoes, cut into 1.5cm chunks', '1 tbsp Cajun seasoning', '2 tbsp olive oil', '1 x 400g bavette steak', '¼ small bunch of coriander, finely chopped', '¼ small red cabbage, shredded', '½ red onion, finely sliced', '2 tbsp mayonnaise', '1 tbsp soured cream', '½ tbsp chipotle chilli paste']	Easy	[]	['mari piper potato cut chunk', 'cajun season', 'oliv oil', 'bavett steak', 'small bunch coriand fine chop', 'small red cabbag shred', 'red onion fine slice', 'mayonnais', 'sour cream', 'chipotl chilli past']
['brazilian']	['main-course']	Bahia-style Moqueca prawn stew	['450g large, raw, peeled prawn', '75ml lime juice', '3 garlic cloves, finely chopped', '3 tbsp coconut oil', '4 spring onions, chopped', '1 onion, sliced into half moons', '1 red pepper, thinly sliced', '1 tsp chilli flakes', '2 tsp paprika', '3 plum tomatoes, deseeded and chopped', '400ml coconut milk', '2 tbsp chopped coriander', 'steamed rice, to serve']	Easy	[]	['larg raw peel prawn', 'lime juic', 'garlic clove fine chop', 'coconut oil', 'spring onion chop', 'onion slice half moon', 'red pepper thin slice', 'chilli flake', 'paprika', 'plum tomato deseed chop', 'coconut milk', 'chop coriand', 'steam rice serv']
['italian']	['dinner', 'main-course', 'supper']	Sausages with oregano, mushrooms & olives	['450g pack reduced-fat sausage', '1 tsp sunflower oil', '2 tsp dried oregano', '2 garlic cloves, sliced', '400g can chopped or cherry tomato', '200ml beef stock', '100g pitted black olives  in brine', '500g pack mushroom, thickly sliced']	Easy	['Easily halved', 'Freezable']	['reduc fat sausag', 'sunflow oil', 'dri oregano', 'garlic clove slice', 'chop cherri tomato', 'beef stock', 'pit black oliv brine', 'mushroom thick slice']
['british']	['afternoon-tea', 'treat']	Buttermilk scones	['450g self-raising flour, plus extra for dusting', '¼ tsp salt', '100g cold butter, diced', '85g golden caster sugar', '284ml pot buttermilk', '2 tsp vanilla extract', 'splash of milk']	Easy	[]	['self rais flour plus extra dust', 'salt', 'cold butter dice', 'golden caster sugar', 'pot buttermilk', 'vanilla extract', 'splash milk']
['indian']	['dinner', 'main-course']	Chicken balti	['450g skinless, boneless chicken breast, cut into bite-sized pieces', '1 tbsp lime juice', '1 tsp paprika', '¼ tsp hot chilli powder', '1½ tbsp sunflower or groundnut oil', '1 cinnamon stick', '3 cardamom pods, split', '1 small to medium green chilli', '½ tsp cumin seed', '1 medium onion, coarsely grated', '2 garlic cloves, very finely chopped', '2½ cm-piece ginger, grated', '½ tsp turmeric', '1 tsp ground cumin', '1 tsp ground coriander', '1 tsp garam masala', '250ml organic passata', '1 red pepper, deseeded, cut into small chunks', '1 medium tomato, chopped', '85g baby spinach leaves', 'handful fresh coriander, chopped', 'chapatis or basmati rice, to serve (optional)']	Easy	['Freezable', 'Healthy']	['skinless boneless chicken breast cut bite size piec', 'lime juic', 'paprika', 'hot chilli powder', 'sunflow groundnut oil', 'cinnamon', 'cardamom pod split', 'small medium green chilli', 'cumin seed', 'medium onion coars grate', 'garlic clove fine chop', ' ginger grate', 'turmer', 'ground cumin', 'ground coriand', 'garam masala', 'organ passata', 'red pepper deseed cut small chunk', 'medium tomato chop', 'babi spinach leaf', 'hand fresh coriand chop', 'chapati basmati rice serv']
	['breakfast', 'brunch']	Brioche	['450g strong white flour', '2 tsp fine  sea salt', '50g caster sugar', '7g dried active yeast', '100ml whole milk', '4 eggs at room temperature, beaten, plus 1 for egg wash', '190g salted butter, cubed and softened']	More effort	['Vegetarian']	['strong white flour', 'fine sea salt', 'caster sugar', 'dri activ yeast', 'milk', 'egg room temperatur beaten plus egg wash', 'salt butter cube soften']
['greek']	['dinner', 'fish-course', 'main-course', 'supper']	Greek-style roast fish	['5 small potatoes (about 400g), scrubbed and cut into wedges', '1 onion, halved and sliced', '2 garlic cloves, roughly chopped', '½ tsp dried oregano or 1/2 tbsp chopped fresh oregano', '2 tbsp olive oil', '½ lemon, cut into wedges', '2 large tomatoes, cut into wedges', '2 fresh skinless pollock fillets (about 200g)', 'small handful parsley, roughly chopped']	Easy	['Gluten-free', 'Healthy']	['small potato scrub cut wedg', 'onion halv slice', 'garlic clove rough chop', 'dri oregano chop fresh oregano', 'oliv oil', 'lemon cut wedg', 'larg tomato cut wedg', 'fresh skinless pollock fillet', 'small hand parsley rough chop']
	['afternoon-tea', 'dessert', 'treat']	Gluten-free banana bread	['5 small ripe bananas (4 mashed, 1 sliced down the middle to decorate the top)', '150g gluten-free self-raising flour', '100g gluten-free oats', '50g ground almonds', '1 tsp gluten-free baking powder', '1 tsp cinnamon', '90g dark brown sugar', '90g caster sugar', '100g butter, melted', '2 large eggs, beaten ', '1 tbsp icing sugar']	Easy	['Gluten-free', 'Vegetarian']	['small ripe banana', 'gluten free self rais flour', 'gluten free oat', 'ground almond', 'gluten free bake powder', 'cinnamon', 'dark brown sugar', 'caster sugar', 'butter melt', 'larg egg beaten', 'ice sugar']
	['dinner', 'lunch', 'main-course', 'supper']	Leek, cheese & potato pie	['500g (2 large) waxy potatoes', '1 tbsp olive oil', '1 bay leaf', '1 tbsp butter', '2 leeks, halved and cut into ½ cm thick slices', '1 onion, chopped', 'grating of nutmeg', '1 tsp Dijon mustard', '1 tsp wholegrain mustard', '20g parmesan or vegetarian alternative, grated', '20g mature cheddar', '250g melting cheese, like doux de montagne, ogleshield, or reblochon, sliced (use vegetarian if needed)', '250g plain flour, plus extra for dusting', '140g cold butter, plus extra for the dish', '2 tsp vodka', '2-4 tbsp iced water', '1 egg, beaten, to glaze']	Easy	['Vegetarian']	['waxi potato', 'oliv oil', 'bay leaf', 'butter', 'leek halv cut thick slice', 'onion chop', 'grate nutmeg', 'dijon mustard', 'wholegrain mustard', 'parmesan vegetarian altern grate', 'matur cheddar', 'melt chees like doux de montagn ogleshield reblochon slice', 'plain flour plus extra dust', 'cold butter plus extra dish', 'vodka', 'ice water', 'egg beaten glaze']
['british']	['dinner', 'main-course']	Creamy tarragon chicken with asparagus	['500g baby new potato, halved', '4 skinless chicken breasts', '1 tbsp sunflower oil', '1 large onion, chopped', '2 garlic cloves, crushed', '350ml chicken stock', 'small bunch tarragon', '175g asparagus, trimmed', '3 tbsp reduced-fat crème fraîche']	Easy	[]	['babi potato halv', 'skinless chicken breast', 'sunflow oil', 'larg onion chop', 'garlic clove crush', 'chicken stock', 'small bunch tarragon', 'asparagus trim', 'reduc fat crème fraîch']
['british']	['dinner', 'pasta']	Creamy ham & mushroom pasta bake	['500g bag farfalle', '50g butter, plus a little extra', '200g small mushroom, halved', 'bunch spring onions, finely sliced', '50g plain flour', '500ml milk', '140g thickly cut ham, chopped', '140g mature cheddar, grated']	Easy	['Freezable']	['bag farfall', 'butter plus littl extra', 'small mushroom halv', 'bunch spring onion fine slice', 'plain flour', 'milk', 'thick cut ham chop', 'matur cheddar grate']
['eastern-european']	['dinner', 'main-course']	Meatball stroganoff	['500g beef mince', 'drizzle of oil', '1 red onion, sliced', '2 garlic cloves, crushed', '200g pack small button mushrooms, sliced', '2 tbsp tomato purée', '1 tbsp sweet paprika', '1 tbsp plain flour', '1 beef stock cube, made up to 300ml stock', '150ml pot soured cream', 'small pack parsley, chopped', 'rice, mashed potato or tagliatelle, to serve']	Easy	[]	['beef minc', 'drizzl oil', 'red onion slice', 'garlic clove crush', 'small button mushroom slice', 'tomato puré', 'sweet paprika', 'plain flour', 'beef stock made stock', 'pot sour cream', 'small parsley chop', 'rice mash potato tagliatell serv']
	['dinner', 'main-course']	Vegetarian wellington	['500g butternut squash, peeled and cut into 1cm dice ', '2 tbsp olive oil', 'small bunch sage, leaves finely chopped ', '2 shallots, finely chopped', '500g closed cup mushrooms, chopped', '3 garlic cloves, crushed ', '150ml double cream', '200g fresh breadcrumbs', '½ tsp ground mace', '150g cooked chestnuts, chopped ', 'whole nutmeg, for grating', '500g block puff pastry', 'plain flour, to dust', '6-8 cooked beetroot (similar sized- about 400g)', '1 egg, beaten, to glaze', '1 tbsp sesame seeds or poppy seeds, to decorate ']	More effort	['Vegetarian']	['butternut squash peel cut dice', 'oliv oil', 'small bunch sage leaf fine chop', 'shallot fine chop', 'close mushroom chop', 'garlic clove crush', 'doubl cream', 'fresh breadcrumb', 'ground mace', 'cook chestnut chop', 'nutmeg grate', 'block puff pastri', 'plain flour dust', 'cook beetroot', 'egg beaten glaze', 'sesam seed poppi seed decor']
	['dinner', 'main-course', 'supper']	Tuna & sundried tomato pasta bake	['500g dried rigatoni (or any other short pasta)', '2 x 400g cans chopped tomatoes', '4 thyme sprigs, leaves only', '300ml double cream', '280g jar sundried tomatoes, drained and quartered', '198g can  no-added-salt sweetcorn, drained', '3 x 120g cans tuna in spring water, drained', '100g cheddar, grated', '50g parmesan, grated']	Easy	['Freezable']	['dri rigatoni', 'can chop tomato', 'thyme sprig leaf', 'doubl cream', 'sundri tomato drain quarter', ' ad salt sweetcorn drain', 'can tuna spring water drain', 'cheddar grate', 'parmesan grate']
['british']	['dinner', 'lunch', 'main-course']	Healthy fish pie	['500g floury  potato, cut into chunks', '1medium swede  (weighing about 600g/1lb 5oz), cut into chunks', '200g tub low-fat  soft cheese  with garlic and herbs', '150ml vegetable stock,(we used low sodium stock)', '4 tsp cornflour, blended with 2 tbsp cold water', '650g skinless, boneless  cod, cut into large chunks', '100g cooked peeled  prawn', '1 tsp chopped fresh  parsley']	Easy	['Healthy', 'Low calorie', 'Low fat']	['flouri potato cut chunk', 'medium swede cut chunk', 'tub low fat soft chees garlic herb', 'veget stock', 'cornflour blend cold water', 'skinless boneless cod cut larg chunk', 'cook peel prawn', 'chop fresh parsley']
['italian']	['dinner', 'main-course']	Creamy beetroot risotto	['500g fresh beetroot', '2 tbsp olive oil', 'knob of butter', '1 onion, finely chopped', '1 garlic clove, finely chopped', '250g risotto rice', '150ml white wine', '700ml hot vegetable stock', 'handful grated parmesan (or vegetarian alternative)', '4 tbsp soured cream', 'handful chopped dill']	Easy	['Vegetarian']	['fresh beetroot', 'oliv oil', 'knob butter', 'onion fine chop', 'garlic clove fine chop', 'risotto rice', 'white wine', 'hot veget stock', 'hand grate parmesan', 'sour cream', 'hand chop dill']
['british']	['dinner', 'main-course']	Smoked haddock gratin	['500g leaf spinach', 'butter, for greasing', 'about 500g (2 fillets) smoked haddock, skinned and cut into 4 portions', '12 cherry tomatoes', '200ml double cream or crème fraîche', 'juice ½ lemon', '100g cheddar cheese, grated', '2 spring onions, sliced', 'small grating nutmeg', 'handful dried breadcrumbs']	Easy	[]	['leaf spinach', 'butter greas', 'smoke haddock skin cut portion', 'cherri tomato', 'doubl cream crème fraîch', 'juic lemon', 'cheddar chees grate', 'spring onion slice', 'small grate nutmeg', 'hand dri breadcrumb']
['british']	['dinner', 'main-course', 'pasta', 'supper']	Marmite & pancetta spaghetti	['500g pack of spaghetti', '1 tbsp olive oil', '200g pancetta, diced', '80g butter, softened', '2 tsp Marmite', '50g cheddar, grated', 'grated parmesan, to serve']	Easy	[]	['spaghetti', 'oliv oil', 'pancetta dice', 'butter soften', 'marmit', 'cheddar grate', 'grate parmesan serv']
	['side-dish']	Honey-roasted parsnips	['500g parsnips', '1 tbsp flour', '1 tbsp honey', '2 tbsp sunflower oil', '2 tbsp butter']	Easy	['Vegetarian']	['parsnip', 'flour', 'honey', 'sunflow oil', 'butter']
['french']	['afternoon-tea', 'dessert', 'dinner']	Lemon tart	['500g plain flour, plus extra for dusting', '140g icing sugar', '250g unsalted butter, cubed', '4 egg yolks', '5 eggs', '140g caster sugar', '150ml double cream', 'juice 2-3 lemon (about 100ml/3.5fl oz) and 2 tbsp lemon zest']	More effort	[]	['plain flour plus extra dust', 'ice sugar', 'unsalt butter cube', 'egg yolk', 'egg', 'caster sugar', 'doubl cream', 'juic lemon lemon zest']
['british']	['dinner', 'soup']	Courgette, potato & cheddar soup	['500g potato, unpeeled and roughly chopped', '2 vegetable stock cubes', '1kg courgettes, roughly chopped', 'bunch spring onion, sliced - save 1 for serving, if eating straight away', '100g extra-mature cheddar or vegetarian alternative, grated, plus a little extra to serve', 'good grating fresh nutmeg, plus extra to serve']	Easy	['Freezable', 'Healthy', 'Low calorie', 'Vegetarian']	['potato unpeel rough chop', 'veget stock', 'courgett rough chop', 'bunch spring onion slice save serv eat straight away', 'extra matur cheddar vegetarian altern grate plus littl extra serv', 'good grate fresh nutmeg plus extra serv']
['british']	['dessert']	Rhubarb crumble	['500g rhubarb, chopped into chunks the length of your thumb', '100g golden caster sugar', '3 tbsp port (optional)', '140g self-raising flour', '85g butter, chilled', '50g light brown muscovado sugar', '50g chopped walnuts (optional)']	Easy	['Freezable']	['rhubarb chop chunk length thumb', 'golden caster sugar', 'port', 'self rais flour', 'butter chill', 'light brown muscovado sugar', 'chop walnut']
